Date,Adj Close
2010-01-04,5.656471252441406
2010-01-05,6.066132545471191
2010-01-06,5.987350940704346
2010-01-07,5.853424072265625
2010-01-08,5.790399074554443
2010-01-11,5.924327373504639
2010-01-12,5.845546722412109
2010-01-13,5.861302375793457
2010-01-14,5.790399074554443
2010-01-15,5.711617946624756
2010-01-18,5.790399074554443
2010-01-19,5.719496250152588
2010-01-20,5.5540571212768555
2010-01-21,5.435885429382324
2010-01-22,5.672228813171387
2010-01-26,5.498909950256348
2010-01-27,5.538300514221191
2010-01-28,5.593447685241699
2010-01-29,5.51466703414917
2010-02-01,5.530423164367676
2010-02-02,5.829789638519287
2010-02-03,5.7510085105896
2010-02-04,5.459519386291504
2010-02-05,5.246811389923096
2010-02-08,5.364981174468994
2010-02-09,5.609203815460205
2010-02-10,5.672228813171387
2010-02-11,5.869179725646973
2010-02-12,5.9794745445251465
2010-02-17,6.081888675689697
2010-02-18,5.987350940704346
2010-02-19,6.003108024597168
2010-02-22,5.908571720123291
2010-02-23,5.593447685241699
2010-02-24,5.821911811828613
2010-02-25,5.7510085105896
2010-02-26,5.790399074554443
2010-03-01,5.703739166259766
2010-03-02,5.711617946624756
2010-03-03,5.672228813171387
2010-03-04,5.711617946624756
2010-03-05,5.869179725646973
2010-03-08,5.845546722412109
2010-03-09,6.144914627075195
2010-03-10,6.137035846710205
2010-03-11,6.137035846710205
2010-03-12,6.066132545471191
2010-03-15,5.940083980560303
2010-03-16,5.940083980560303
2010-03-17,5.963717937469482
2010-03-18,5.790399074554443
2010-03-19,5.522544860839844
2010-03-22,5.51466703414917
2010-03-23,5.5540571212768555
2010-03-24,5.467397689819336
2010-03-25,5.42012882232666
2010-03-26,5.443763732910156
2010-03-29,5.435885429382324
2010-03-30,5.51466703414917
2010-03-31,5.51466703414917
2010-04-01,5.5540571212768555
2010-04-05,5.522544860839844
2010-04-06,5.459519386291504
2010-04-07,5.435885429382324
2010-04-08,5.435885429382324
2010-04-09,5.3571038246154785
2010-04-12,5.317712783813477
2010-04-13,5.231054306030273
2010-04-14,5.215299129486084
2010-04-15,5.1286396980285645
2010-04-16,4.963200569152832
2010-04-19,4.915930271148682
2010-04-20,4.986834526062012
2010-04-22,4.92380952835083
2010-04-23,4.8686628341674805
2010-04-26,4.758368015289307
2010-04-27,4.5692949295043945
2010-04-28,4.653883457183838
2010-04-29,4.7907609939575195
2010-04-30,4.911537170410156
2010-05-03,4.911537170410156
2010-05-04,4.7907609939575195
2010-05-05,4.847123622894287
2010-05-06,4.7907609939575195
2010-05-07,4.661934852600098
2010-05-10,4.895434379577637
2010-05-11,5.289967060089111
2010-05-12,5.467105388641357
2010-05-13,5.555673599243164
2010-05-14,5.322173595428467
2010-05-17,5.1530890464782715
2010-05-18,5.145036697387695
2010-05-19,5.314121723175049
2010-05-20,4.943744659423828
2010-05-21,5.064519882202148
2010-05-24,5.39463996887207
2010-05-25,5.434896945953369
2010-05-26,5.354381084442139
2010-05-27,5.636190891265869
2010-05-28,5.781120777130127
2010-05-31,5.644242286682129
2010-06-01,5.797224998474121
2010-06-02,5.87774133682251
2010-06-04,5.821378707885742
2010-06-07,5.756965637207031
2010-06-08,5.716708183288574
2010-06-09,5.531518459320068
2010-06-10,5.708655834197998
2010-06-11,5.837482452392578
2010-06-14,5.7489142417907715
2010-06-15,5.837482452392578
2010-06-16,5.86163854598999
2010-06-17,5.86163854598999
2010-06-18,5.86163854598999
2010-06-21,5.644242286682129
2010-06-22,5.9018964767456055
2010-06-23,5.917999267578125
2010-06-24,5.789172172546387
2010-06-25,5.789172172546387
2010-06-28,5.9018964767456055
2010-06-29,5.87774133682251
2010-06-30,5.87774133682251
2010-07-01,5.926052093505859
2010-07-02,5.837482452392578
2010-07-05,5.885793685913086
2010-07-06,6.038776397705078
2010-07-07,6.038776397705078
2010-07-08,6.022672653198242
2010-07-12,5.958257675170898
2010-07-13,5.917999267578125
2010-07-14,5.926052093505859
2010-07-15,5.934103965759277
2010-07-16,5.716708183288574
2010-07-19,5.724759101867676
2010-07-20,5.716708183288574
2010-07-21,5.652294635772705
2010-07-22,5.805276393890381
2010-07-23,5.732810974121094
2010-07-26,5.805276393890381
2010-07-27,5.74086332321167
2010-07-28,5.732810974121094
2010-07-29,5.660345554351807
