data_pregao,preco_ultimo
2020-01,-0.011944444444444202
2020-02,-0.0357042451504076
2020-03,-0.1664723032069968
2020-04,0.017138859741168133
2020-05,0.10797799174690481
2020-06,0.03351955307262644
2020-07,0.08468468468468493
2020-08,-0.12375415282392033
2020-09,-0.057819905213270406
2020-10,-0.06438631790744553
2020-11,0.15089605734767075
2020-12,0.06664590470258513
2021-01,-0.05722627737226249
2021-02,0.01517497677299473
2021-03,-0.02287980475899931
2021-04,0.08211052138620012
2021-05,0.05020196191575299
2021-06,-0.05302197802197772
2021-07,0.034232666086452035
2021-08,-0.0022440392706869483
